question,document_id
"Am I responsible for any loss, damage, or injury to other people while the equipment is being hired?",faq_104
Who covers third-party injury or damage caused while using the equipment on hire?,faq_104
"If someone else is injured or their property is damaged during hire, who's liable?",faq_104
bouncy hire terms: does the hirer have to indemnify Ellis Leisure for third-party loss or injury?,faq_104
What happens if I break the hire agreement or go bankrupt?,faq_107
Can you terminate the agreement if I breach a term or become insolvent?,faq_107
"If I don't fix a breach within 7 days, can the contract be ended?",faq_107
What if a customer enters liquidation or has a receiver appointed?,faq_107
Under what circumstances can Bouncy end the agreement for breach or insolvency?,faq_107
"If something happens that's beyond your control, are you responsible for delays or damage?",faq_105
"Who’s liable for loss, injury or damage caused by events outside your reasonable control?",faq_105
Do you cover delays or injuries if the cause is beyond your control?,faq_105
What if there is a delay or damage caused by something you can’t control?,faq_105
Are you responsible for any loss or injury caused by circumstances beyond your control?,faq_105
What law applies to the hire agreement and which courts would deal with disputes?,faq_106
"Is this agreement governed by English law, and do the English courts have jurisdiction?",faq_106
"Which country's laws cover the contract, and where would legal disputes be heard?",faq_106
Does the agreement follow the laws of England and are the English courts the ones with jurisdiction?,faq_106
"In case of a dispute, what law is used and which court system applies?",faq_106
"If the company doesn't enforce part of the agreement right away, does that mean it waives its rights?",faq_108
Does giving a bit of leeway mean the company loses any legal rights under the hire terms?,faq_108
Can the company relax or delay enforcement without it counting as a waiver?,faq_108
"If they let something slide, are their rights under the agreement still protected?",faq_108
Does indulgence or not chasing up a breach affect the company's rights?,faq_108
"Can we have lots of people on the inflatable at once, or does it get overcrowded?",faq_109
Are kids and adults allowed to use the bouncy castle together?,faq_109
Can users of different heights or sizes mix on the inflatable?,faq_109
Is it okay if the inflatable is packed full or should we stick to the user limits?,faq_109
Do we need to separate smaller and larger users on the bouncy unit?,faq_109
What happens if we don't pick up and bag all the balls before collection?,faq_111
Do I lose my deposit if the balls aren’t all gathered and bagged before pickup?,faq_111
"If some balls are left out, will my £20 deposit be taken?",faq_111
What is the charge if the balls are not all picked up and bagged before you collect them?,faq_111
Will my deposit be cashed if the ball pit balls aren't bagged up before pickup?,faq_111
How much do you charge if a football gets lost or damaged?,faq_112
What happens if one of the footballs is damaged or missing?,faq_112
Is there a fee for lost or damaged footballs?,faq_112
How much will I be charged for any lost footballs?,faq_112
"If a football is damaged, what’s the replacement charge?",faq_112
Who has to pay if the hired equipment gets lost or vandalized?,faq_113
Am I responsible for damage or theft of the equipment while it's on hire?,faq_113
"If the equipment is damaged on purpose during the hire period, who's liable?",faq_113
"During the hire, who covers loss, malicious damage, or vandalism to the equipment?",faq_113
Who is accountable for any equipment loss or intentional damage while hired?,faq_113
What do I agree to when I confirm a booking with Ellis Leisure?,faq_114
"If I book with Ellis Leisure, what terms and conditions apply?",faq_114
Does confirming my Ellis Leisure booking mean I accept the hire contract terms too?,faq_114
"When I complete a booking with Ellis Leisure, am I bound by their T&Cs?",faq_114
What happens terms-wise when I go ahead and confirm an Ellis Leisure booking?,faq_114
"Do I have to pay a deposit to book, and how much is it?",faq_115
When do I need to pay the deposit for my booking?,faq_115
"Is a deposit required, and what percentage do you take upfront?",faq_115
How much deposit do I need to secure a Bouncy hire booking?,faq_115
"Do I pay the rest on delivery, and is the deposit 20%?",faq_115
Do I have to agree to the terms and conditions before I book?,faq_118
Am I required to read the Terms & Conditions before making a booking?,faq_118
Can I book without accepting the hire terms and conditions?,faq_118
Do bookings count as accepted only after I’ve read and agreed to the T&Cs?,faq_118
Do I need to read the Terms and Conditions of Hire before booking?,faq_118
"Do I need to pay a deposit to book, and when do I pay the rest?",faq_116
When is the final balance due for the hire?,faq_116
Is a deposit needed for Bouncy hire and is it refundable if I cancel?,faq_116
Can you tell me if there’s a booking deposit and when the remaining balance has to be paid?,faq_116
What are the payment terms for the booking deposit and final payment on delivery?,faq_116
What is the cancellation fee if I cancel my booking?,faq_117
How much do I have to pay if I cancel more than 24 hours before the event?,faq_117
Do I get charged the full amount if I cancel within 24 hours?,faq_117
What happens to the hire charge if I cancel my bouncy booking late?,faq_117
"If I cancel my booking, will I owe 50% or 100% of the hire cost?",faq_117
Will someone come and collect the equipment for you?,faq_119
Do you send a person to pick up the equipment on your behalf?,faq_119
Can someone be sent to collect the gear for me?,faq_119
Do you arrange collection of the equipment through another person?,faq_119
"Will anyone come collect the equipment for me, or do I need to handle it myself?",faq_119
Can people with back or neck problems use the inflatable?,faq_110
Are there any health restrictions for using the bouncy castle?,faq_110
Should anyone be on the inflatable while it’s being inflated or deflated?,faq_110
Who shouldn’t use the inflatable because of health issues?,faq_110
Is it safe to let someone with neck or back problems go on the bouncy during setup or pack down?,faq_110
What happens if I cancel my inflatable hire less than 7 days before the event?,faq_101
Will I lose my deposit if I cancel my bouncy castle booking within a week of the date?,faq_101
How much do I get charged for cancelling a hire within 7 days of the event?,faq_101
"If I cancel my inflatable hire 168 hours before, do I get my money back?",faq_101
Is there a fee for cancelling a related hire less than 7 days in advance?,faq_101
Who can use the children's inflatable equipment?,faq_121
Are adults allowed on the inflatable equipment for kids?,faq_121
What age limit applies to the children's inflatables?,faq_121
